Messstellennummer;Datum;Parameter;Einheit;Messwert
15153;2016-04-06;Eisen (ges.);mg/l;2,90
15153;2016-04-06;Kalium;mg/l;1,86
15153;2016-04-06;Kalzium;mg/l;73,70
15153;2016-04-06;Magnesium;mg/l;7,98
15153;2016-04-06;Natrium;mg/l;8,69
15153;2016-04-06;Mangan;mg/l;0,24
15153;2016-04-06;Ammonium;mg/l;2,45
15153;2016-04-06;Leitfähigkeit /Lab. bei 25°C;µS/cm;442,00
15153;2016-04-06;UV-Adsorption (254);1/m;7,70
15153;2016-04-06;CSV (KMNO4);mg/l O2;1,83
15153;2016-04-06;Basenkap. bis 8.2;mmol/l;0,47
15153;2016-04-06;Säure-Kap. bis 4.3;mmol/l;4,57
15153;2016-04-06;Kohlenstoff (organ.);mg/l C;2,40
15153;2016-04-06;pH-Wert /Lab.;ohne Einheit;7,30
15153;2016-04-06;Gesamthärte;mmol/l;2,17
15153;2016-04-06;Karbonathärte;mmol/l;2,29
15153;2016-04-06;AOX;µg/l;-10,00
15153;2016-04-06;Phenolindex (ges.);µg/l;-10,00
15153;2016-04-06;LHKW (Summe);µg/l;-0,10
15153;2016-04-06;BTXE (Summe);µg/l;-0,30
15153;2016-04-06;Arsen;µg/l;-1,00
15153;2016-04-06;Barium;µg/l;64,10
15153;2016-04-06;Blei;µg/l;-0,10
15153;2016-04-06;Bor;µg/l;31,50
15153;2016-04-06;Cadmium;µg/l;-0,10
15153;2016-04-06;Chrom;µg/l;-0,10
15153;2016-04-06;Kupfer;µg/l;-0,50
15153;2016-04-06;Aluminium-gelöst;µg/l;-2,00
15153;2016-04-06;Molybdän;µg/l;-0,10
15153;2016-04-06;Nickel;µg/l;-0,50
15153;2016-04-06;Quecksilber;µg/l;-0,01
15153;2016-04-06;Selen;µg/l;-1,00
15153;2016-04-06;Zink;µg/l;2,20
15153;2016-04-06;Vanadium;µg/l;-0,10
15153;2016-04-06;Thallium;µg/l;-0,05
15153;2016-04-06;Uran;µg/l;-0,05
15153;2016-04-06;Dichlormethan;µg/l;-0,10
15153;2016-04-06;Trichlormethan;µg/l;-0,10
15153;2016-04-06;Tetrachlormethan;µg/l;-0,10
15153;2016-04-06;1,2-Dichlorethan;µg/l;-0,10
15153;2016-04-06;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2016-04-06;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2016-04-06;Trichlorethen;µg/l;-0,10
15153;2016-04-06;Tetrachlorethen;µg/l;-0,10
15153;2016-04-06;Vinylchlorid;µg/l;-0,10
15153;2016-04-06;trans-1,2-Dichloret.;µg/l;-0,10
15153;2016-04-06;Benzen;µg/l;-0,30
15153;2016-04-06;Ethylbenzen;µg/l;-0,30
15153;2016-04-06;Toluen;µg/l;-0,30
15153;2016-04-06;Xylen (meta/para);µg/l;-0,30
15153;2016-04-06;Xylen (ortho);µg/l;-0,30
15153;2016-04-06;Cumol;µg/l;-0,30
15153;2016-04-06;Naphtalin;µg/l;-0,01
15153;2016-04-06;Acenaphthylen;µg/l;-0,02
15153;2016-04-06;Acenaphthen;µg/l;-0,01
15153;2016-04-06;Fluoren;µg/l;-0,01
15153;2016-04-06;Phenanthren;µg/l;-0,01
15153;2016-04-06;Anthracen;µg/l;0,00
15153;2016-04-06;Fluoranthen;µg/l;0,00
15153;2016-04-06;Pyren;µg/l;0,00
15153;2016-04-06;Benz-a-Anthracen;µg/l;0,00
15153;2016-04-06;Chrysen;µg/l;-0,01
15153;2016-04-06;Benz-b-Fluoranthen;µg/l;0,00
15153;2016-04-06;Benz-k-Fluoranthen;µg/l;0,00
15153;2016-04-06;Benz-a-Pyren;µg/l;0,00
15153;2016-04-06;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2016-04-06;Benz-g,h,i-Perylen;µg/l;0,00
15153;2016-04-06;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2016-04-06;Summe Na+Cl;mg/l;14,69
15153;2016-10-19;Temperatur (Luft);grd Celsius;10,00
15153;2016-10-19;pH-Wert (Feld);ohne Einheit;7,20
15153;2016-10-19;Temperatur (Wasser);grd C;11,00
15153;2016-10-19;Leitfähigkeit 25°C vor Ort;µS/cm;606,70
15153;2016-10-19;Wasserst.(ROK) vor;m;2,23
15153;2016-10-19;Wasserst.(ROK) nach;m;3,28
15153;2016-10-19;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2016-10-19;Förderrate;l/s;0,56
15153;2016-10-19;Redox Pumpbeginn;mV;-128,00
15153;2016-10-19;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2016-10-19;Redox Pumpende;mV;-136,00
15153;2016-10-19;pH Pumpende;ohne Einheit;7,20
15153;2016-10-19;O2-Gehalt Pumpende;mg/l;0,00
15153;2016-10-19;Chlorid;mg/l;7,00
15153;2016-10-19;Fluorid;mg/l;-0,20
15153;2016-10-19;Hydrogenkarbonat;mg/l;284,90
15153;2016-10-19;Nitrit (N);mg/l N;-0,01
15153;2016-10-19;Nitrat (N);mg/l N;-0,02
15153;2016-10-19;Ortho-Phosphat (P);mg/l P;0,06
15153;2016-10-19;Sulfat;mg/l;-5,00
15153;2016-10-19;Cyanide (ges.);mg/l;0,00
15153;2016-10-19;Bromid;mg/l;-0,10
15153;2016-10-19;Nitrit;mg/l;-0,03
15153;2016-10-19;Nitrat;mg/l;-0,09
15153;2016-10-19;Ortho-Phosphat;mg/l;0,18
15153;2016-10-19;Ammonium (N);mg/l N;1,00
15153;2016-10-19;Eisen-2;mg/l;3,52
15153;2016-10-19;Eisen (ges.);mg/l;3,70
15153;2016-10-19;Kalium;mg/l;2,05
15153;2016-10-19;Kalzium;mg/l;76,30
15153;2016-10-19;Magnesium;mg/l;8,39
15153;2016-10-19;Natrium;mg/l;8,17
15153;2016-10-19;Mangan;mg/l;0,23
15153;2016-10-19;Ammonium;mg/l;1,29
15153;2016-10-19;Leitfähigkeit /Lab. bei 25°C;µS/cm;446,00
15153;2016-10-19;UV-Adsorption (254);1/m;6,70
15153;2016-10-19;CSV (KMNO4);mg/l O2;1,32
15153;2016-10-19;Basenkap. bis 8.2;mmol/l;0,47
15153;2016-10-19;Säure-Kap. bis 4.3;mmol/l;4,67
15153;2016-10-19;Kohlenstoff (organ.);mg/l C;2,50
15153;2016-10-19;pH-Wert /Lab.;ohne Einheit;7,40
15153;2016-10-19;Gesamthärte;mmol/l;2,25
15153;2016-10-19;Karbonathärte;mmol/l;2,34
15153;2016-10-19;AOX;µg/l;-10,00
15153;2016-10-19;Phenolindex (ges.);µg/l;-10,00
15153;2016-10-19;LHKW (Summe);µg/l;-0,10
15153;2016-10-19;BTXE (Summe);µg/l;-0,30
15153;2016-10-19;Arsen;µg/l;1,10
15153;2016-10-19;Barium;µg/l;58,50
15153;2016-10-19;Blei;µg/l;-0,10
15153;2016-10-19;Bor;µg/l;28,10
15153;2016-10-19;Cadmium;µg/l;-0,03
15153;2016-10-19;Chrom;µg/l;-0,10
15153;2016-10-19;Kupfer;µg/l;-0,50
15153;2016-10-19;Aluminium-gelöst;µg/l;-2,00
15153;2016-10-19;Molybdän;µg/l;0,12
15153;2016-10-19;Nickel;µg/l;-0,50
15153;2016-10-19;Quecksilber;µg/l;-0,01
15153;2016-10-19;Selen;µg/l;-0,90
15153;2016-10-19;Zink;µg/l;2,70
15153;2016-10-19;Vanadium;µg/l;-0,10
15153;2016-10-19;Thallium;µg/l;-0,05
15153;2016-10-19;Uran;µg/l;-0,05
15153;2016-10-19;Dichlormethan;µg/l;-0,10
15153;2016-10-19;Trichlormethan;µg/l;-0,10
15153;2016-10-19;Tetrachlormethan;µg/l;-0,10
15153;2016-10-19;1,2-Dichlorethan;µg/l;-0,10
15153;2016-10-19;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2016-10-19;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2016-10-19;Trichlorethen;µg/l;-0,10
15153;2016-10-19;Tetrachlorethen;µg/l;-0,10
15153;2016-10-19;Vinylchlorid;µg/l;-0,10
15153;2016-10-19;trans-1,2-Dichloret.;µg/l;-0,10
15153;2016-10-19;Benzen;µg/l;-0,30
15153;2016-10-19;Ethylbenzen;µg/l;-0,30
15153;2016-10-19;Toluen;µg/l;-0,30
15153;2016-10-19;Xylen (meta/para);µg/l;-0,30
15153;2016-10-19;Xylen (ortho);µg/l;-0,30
15153;2016-10-19;Cumol;µg/l;-0,30
15153;2016-10-19;Naphtalin;µg/l;-0,01
15153;2016-10-19;Acenaphthylen;µg/l;-0,02
15153;2016-10-19;Acenaphthen;µg/l;-0,01
15153;2016-10-19;Fluoren;µg/l;-0,01
15153;2016-10-19;Phenanthren;µg/l;-0,01
15153;2016-10-19;Anthracen;µg/l;0,00
15153;2016-10-19;Fluoranthen;µg/l;0,00
15153;2016-10-19;Pyren;µg/l;0,00
15153;2016-10-19;Benz-a-Anthracen;µg/l;0,00
15153;2016-10-19;Chrysen;µg/l;-0,01
15153;2016-10-19;Benz-b-Fluoranthen;µg/l;0,00
15153;2016-10-19;Benz-k-Fluoranthen;µg/l;0,00
15153;2016-10-19;Benz-a-Pyren;µg/l;0,00
15153;2016-10-19;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2016-10-19;Benz-g,h,i-Perylen;µg/l;0,00
15153;2016-10-19;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2016-10-19;Summe Na+Cl;mg/l;15,17
15153;2017-04-06;Temperatur (Luft);grd Celsius;4,00
15153;2017-04-06;pH-Wert (Feld);ohne Einheit;7,00
15153;2017-04-06;Temperatur (Wasser);grd C;11,10
15153;2017-04-06;Leitfähigkeit 25°C vor Ort;µS/cm;512,00
15153;2017-04-06;Wasserst.(ROK) vor;m;2,08
15153;2017-04-06;Wasserst.(ROK) nach;m;3,11
15153;2017-04-06;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2017-04-06;Förderrate;l/s;0,56
15153;2017-04-06;Redox Pumpbeginn;mV;-108,00
15153;2017-04-06;O2-Gehalt Pumpbeg.;mg/l;0,32
15153;2017-04-06;Redox Pumpende;mV;-127,00
15153;2017-04-06;pH Pumpende;ohne Einheit;7,00
15153;2017-04-06;O2-Gehalt Pumpende;mg/l;0,30
15153;2017-04-06;Chlorid;mg/l;7,00
15153;2017-04-06;Fluorid;mg/l;-0,20
15153;2017-04-06;Hydrogenkarbonat;mg/l;285,50
15153;2017-04-06;Nitrit (N);mg/l N;-0,01
15153;2017-04-06;Nitrat (N);mg/l N;-0,02
15153;2017-04-06;Ortho-Phosphat (P);mg/l P;0,10
15153;2017-04-06;Sulfat;mg/l;-5,00
15153;2017-04-06;Cyanide (ges.);mg/l;0,00
15153;2017-04-06;Bromid;mg/l;-0,10
15153;2017-04-06;Nitrit;mg/l;-0,03
15153;2017-04-06;Nitrat;mg/l;-0,09
15153;2017-04-06;Ortho-Phosphat;mg/l;0,30
15153;2017-04-06;Ammonium (N);mg/l N;2,10
15153;2017-04-06;Eisen-2;mg/l;2,99
15153;2017-04-06;Eisen (ges.);mg/l;2,80
15153;2017-04-06;Kalium;mg/l;1,63
15153;2017-04-06;Kalzium;mg/l;73,70
15153;2017-04-06;Magnesium;mg/l;7,27
15153;2017-04-06;Natrium;mg/l;7,20
15153;2017-04-06;Mangan;mg/l;0,23
15153;2017-04-06;Ammonium;mg/l;2,71
15153;2017-04-06;Leitfähigkeit /Lab. bei 25°C;µS/cm;435,00
15153;2017-04-06;UV-Adsorption (254);1/m;7,20
15153;2017-04-06;CSV (KMNO4);mg/l O2;1,90
15153;2017-04-06;Basenkap. bis 8.2;mmol/l;0,43
15153;2017-04-06;Säure-Kap. bis 4.3;mmol/l;4,68
15153;2017-04-06;Kohlenstoff (organ.);mg/l C;2,50
15153;2017-04-06;pH-Wert /Lab.;ohne Einheit;7,30
15153;2017-04-06;Gesamthärte;mmol/l;2,14
15153;2017-04-06;Karbonathärte;mmol/l;2,34
15153;2017-04-06;AOX;µg/l;-10,00
15153;2017-04-06;Phenolindex (ges.);µg/l;-10,00
15153;2017-04-06;LHKW (Summe);µg/l;-0,10
15153;2017-04-06;BTXE (Summe);µg/l;-0,30
15153;2017-04-06;Arsen;µg/l;-0,30
15153;2017-04-06;Barium;µg/l;59,70
15153;2017-04-06;Blei;µg/l;-0,10
15153;2017-04-06;Bor;µg/l;21,20
15153;2017-04-06;Cadmium;µg/l;-0,03
15153;2017-04-06;Chrom;µg/l;-0,10
15153;2017-04-06;Kupfer;µg/l;0,37
15153;2017-04-06;Aluminium-gelöst;µg/l;-2,00
15153;2017-04-06;Molybdän;µg/l;-0,10
15153;2017-04-06;Nickel;µg/l;-0,10
15153;2017-04-06;Quecksilber;µg/l;-0,01
15153;2017-04-06;Selen;µg/l;-0,90
15153;2017-04-06;Zink;µg/l;1,90
15153;2017-04-06;Vanadium;µg/l;-0,10
15153;2017-04-06;Thallium;µg/l;-0,05
15153;2017-04-06;Uran;µg/l;-0,05
15153;2017-04-06;Dichlormethan;µg/l;-0,10
15153;2017-04-06;Trichlormethan;µg/l;-0,10
15153;2017-04-06;Tetrachlormethan;µg/l;-0,10
15153;2017-04-06;1,2-Dichlorethan;µg/l;-0,10
15153;2017-04-06;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2017-04-06;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2017-04-06;Trichlorethen;µg/l;-0,10
15153;2017-04-06;Tetrachlorethen;µg/l;-0,10
15153;2017-04-06;Vinylchlorid;µg/l;-0,10
15153;2017-04-06;trans-1,2-Dichloret.;µg/l;-0,10
15153;2017-04-06;Benzen;µg/l;-0,30
15153;2017-04-06;Ethylbenzen;µg/l;-0,30
15153;2017-04-06;Toluen;µg/l;-0,30
15153;2017-04-06;Xylen (meta/para);µg/l;-0,30
15153;2017-04-06;Xylen (ortho);µg/l;-0,30
15153;2017-04-06;Cumol;µg/l;-0,30
15153;2017-04-06;Naphtalin;µg/l;-0,01
15153;2017-04-06;Acenaphthylen;µg/l;-0,02
15153;2017-04-06;Acenaphthen;µg/l;-0,01
15153;2017-04-06;Fluoren;µg/l;-0,01
15153;2017-04-06;Phenanthren;µg/l;-0,01
15153;2017-04-06;Anthracen;µg/l;0,00
15153;2017-04-06;Fluoranthen;µg/l;0,00
15153;2017-04-06;Pyren;µg/l;0,00
15153;2017-04-06;Benz-a-Anthracen;µg/l;0,00
15153;2017-04-06;Chrysen;µg/l;-0,01
15153;2017-04-06;Benz-b-Fluoranthen;µg/l;0,00
15153;2017-04-06;Benz-k-Fluoranthen;µg/l;0,00
15153;2017-04-06;Benz-a-Pyren;µg/l;0,00
15153;2017-04-06;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2017-04-06;Benz-g,h,i-Perylen;µg/l;0,00
15153;2017-04-06;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2017-04-06;Summe Na+Cl;mg/l;14,20
15153;2017-11-16;Temperatur (Luft);grd Celsius;9,00
15153;2017-11-16;pH-Wert (Feld);ohne Einheit;7,10
15153;2017-11-16;Temperatur (Wasser);grd C;11,10
15153;2017-11-16;Leitfähigkeit 25°C vor Ort;µS/cm;498,50
15153;2017-11-16;Wasserst.(ROK) vor;m;2,01
15153;2017-11-16;Wasserst.(ROK) nach;m;3,02
15153;2017-11-16;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2017-11-16;Förderrate;l/s;0,56
15153;2017-11-16;Redox Pumpbeginn;mV;-121,00
15153;2017-11-16;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2017-11-16;Redox Pumpende;mV;-131,00
15153;2017-11-16;pH Pumpende;ohne Einheit;7,00
15153;2017-11-16;O2-Gehalt Pumpende;mg/l;0,00
15153;2017-11-16;Chlorid;mg/l;7,00
15153;2017-11-16;Fluorid;mg/l;-0,20
15153;2017-11-16;Hydrogenkarbonat;mg/l;280,00
15153;2017-11-16;Nitrit (N);mg/l N;-0,01
15153;2017-11-16;Nitrat (N);mg/l N;-0,02
15153;2017-11-16;Ortho-Phosphat (P);mg/l P;0,07
15153;2017-11-16;Sulfat;mg/l;-5,00
15153;2017-11-16;Cyanide (ges.);mg/l;0,00
15153;2017-11-16;Bromid;mg/l;-0,10
15153;2017-11-16;Nitrit;mg/l;-0,03
15153;2017-11-16;Nitrat;mg/l;-0,09
15153;2017-11-16;Ortho-Phosphat;mg/l;0,22
15153;2017-11-16;Ammonium (N);mg/l N;1,70
15153;2017-11-16;Eisen-2;mg/l;3,12
15153;2017-11-16;Eisen (ges.);mg/l;3,10
15153;2017-11-16;Kalium;mg/l;1,66
15153;2017-11-16;Kalzium;mg/l;78,30
15153;2017-11-16;Magnesium;mg/l;7,78
15153;2017-11-16;Natrium;mg/l;8,02
15153;2017-11-16;Mangan;mg/l;0,24
15153;2017-11-16;Ammonium;mg/l;2,19
15153;2017-11-16;Leitfähigkeit /Lab. bei 25°C;µS/cm;436,00
15153;2017-11-16;UV-Adsorption (254);1/m;7,90
15153;2017-11-16;CSV (KMNO4);mg/l O2;1,45
15153;2017-11-16;Basenkap. bis 8.2;mmol/l;0,44
15153;2017-11-16;Säure-Kap. bis 4.3;mmol/l;4,59
15153;2017-11-16;Kohlenstoff (organ.);mg/l C;2,70
15153;2017-11-16;pH-Wert /Lab.;ohne Einheit;7,30
15153;2017-11-16;Gesamthärte;mmol/l;2,27
15153;2017-11-16;Karbonathärte;mmol/l;2,30
15153;2017-11-16;AOX;µg/l;-10,00
15153;2017-11-16;Phenolindex (ges.);µg/l;-10,00
15153;2017-11-16;LHKW (Summe);µg/l;-0,10
15153;2017-11-16;BTXE (Summe);µg/l;-0,30
15153;2017-11-16;Aluminium;mg/l;0,00
15153;2017-11-16;Arsen;µg/l;0,44
15153;2017-11-16;Barium;µg/l;59,40
15153;2017-11-16;Blei;µg/l;-0,10
15153;2017-11-16;Bor;µg/l;33,30
15153;2017-11-16;Cadmium;µg/l;-0,03
15153;2017-11-16;Chrom;µg/l;0,13
15153;2017-11-16;Kupfer;µg/l;-0,10
15153;2017-11-16;Molybdän;µg/l;-0,10
15153;2017-11-16;Nickel;µg/l;-0,10
15153;2017-11-16;Quecksilber;µg/l;-0,01
15153;2017-11-16;Selen;µg/l;-0,90
15153;2017-11-16;Zink;µg/l;1,70
15153;2017-11-16;Vanadium;µg/l;0,10
15153;2017-11-16;Thallium;µg/l;-0,05
15153;2017-11-16;Uran;µg/l;-0,05
15153;2017-11-16;Dichlormethan;µg/l;-0,10
15153;2017-11-16;Trichlormethan;µg/l;-0,10
15153;2017-11-16;Tetrachlormethan;µg/l;-0,10
15153;2017-11-16;1,2-Dichlorethan;µg/l;-0,10
15153;2017-11-16;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2017-11-16;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2017-11-16;Trichlorethen;µg/l;-0,10
15153;2017-11-16;Tetrachlorethen;µg/l;-0,10
15153;2017-11-16;Vinylchlorid;µg/l;-0,10
15153;2017-11-16;trans-1,2-Dichloret.;µg/l;-0,10
15153;2017-11-16;Benzen;µg/l;-0,30
15153;2017-11-16;Ethylbenzen;µg/l;-0,30
15153;2017-11-16;Toluen;µg/l;-0,30
15153;2017-11-16;Xylen (meta/para);µg/l;-0,30
15153;2017-11-16;Xylen (ortho);µg/l;-0,30
15153;2017-11-16;Cumol;µg/l;-0,30
15153;2017-11-16;Naphtalin;µg/l;-0,01
15153;2017-11-16;Acenaphthylen;µg/l;-0,02
15153;2017-11-16;Acenaphthen;µg/l;-0,01
15153;2017-11-16;Fluoren;µg/l;-0,01
15153;2017-11-16;Phenanthren;µg/l;-0,01
15153;2017-11-16;Anthracen;µg/l;0,00
15153;2017-11-16;Fluoranthen;µg/l;0,00
15153;2017-11-16;Pyren;µg/l;0,00
15153;2017-11-16;Benz-a-Anthracen;µg/l;0,00
15153;2017-11-16;Chrysen;µg/l;-0,01
15153;2017-11-16;Benz-b-Fluoranthen;µg/l;0,00
15153;2017-11-16;Benz-k-Fluoranthen;µg/l;0,00
15153;2017-11-16;Benz-a-Pyren;µg/l;0,00
15153;2017-11-16;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2017-11-16;Benz-g,h,i-Perylen;µg/l;0,00
15153;2017-11-16;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2017-11-16;Summe Na+Cl;mg/l;15,02
15153;2018-05-04;Temperatur (Luft);grd Celsius;15,00
15153;2018-05-04;pH-Wert (Feld);ohne Einheit;7,10
15153;2018-05-04;Temperatur (Wasser);grd C;11,10
15153;2018-05-04;Leitfähigkeit 25°C vor Ort;µS/cm;402,60
15153;2018-05-04;Wasserst.(ROK) vor;m;1,93
15153;2018-05-04;Wasserst.(ROK) nach;m;2,94
15153;2018-05-04;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2018-05-04;Förderrate;l/s;0,56
15153;2018-05-04;Redox Pumpbeginn;mV;-90,00
15153;2018-05-04;O2-Gehalt Pumpbeg.;mg/l;0,00
15153;2018-05-04;Redox Pumpende;mV;-104,00
15153;2018-05-04;pH Pumpende;ohne Einheit;7,10
15153;2018-05-04;O2-Gehalt Pumpende;mg/l;0,00
15153;2018-05-04;Chlorid;mg/l;7,00
15153;2018-05-04;Fluorid;mg/l;0,21
15153;2018-05-04;Hydrogenkarbonat;mg/l;277,60
15153;2018-05-04;Nitrit (N);mg/l N;-0,01
15153;2018-05-04;Nitrat (N);mg/l N;-0,02
15153;2018-05-04;Ortho-Phosphat (P);mg/l P;0,11
15153;2018-05-04;Sulfat;mg/l;-5,00
15153;2018-05-04;Cyanide (ges.);mg/l;0,00
15153;2018-05-04;Bromid;mg/l;-0,10
15153;2018-05-04;Nitrit;mg/l;-0,03
15153;2018-05-04;Nitrat;mg/l;-0,09
15153;2018-05-04;Ortho-Phosphat;mg/l;0,34
15153;2018-05-04;Ammonium (N);mg/l N;2,20
15153;2018-05-04;Eisen-2;mg/l;2,67
15153;2018-05-04;Eisen (ges.);mg/l;2,60
15153;2018-05-04;Kalium;mg/l;1,17
15153;2018-05-04;Kalzium;mg/l;70,70
15153;2018-05-04;Magnesium;mg/l;7,43
15153;2018-05-04;Natrium;mg/l;8,59
15153;2018-05-04;Mangan;mg/l;0,22
15153;2018-05-04;Ammonium;mg/l;2,83
15153;2018-05-04;Leitfähigkeit /Lab. bei 25°C;µS/cm;455,00
15153;2018-05-04;UV-Adsorption (254);1/m;6,80
15153;2018-05-04;CSV (KMNO4);mg/l O2;1,74
15153;2018-05-04;Basenkap. bis 8.2;mmol/l;0,40
15153;2018-05-04;Säure-Kap. bis 4.3;mmol/l;4,55
15153;2018-05-04;Kohlenstoff (organ.);mg/l C;2,50
15153;2018-05-04;pH-Wert /Lab.;ohne Einheit;7,30
15153;2018-05-04;Gesamthärte;mmol/l;2,07
15153;2018-05-04;Karbonathärte;mmol/l;2,28
15153;2018-05-04;AOX;µg/l;-10,00
15153;2018-05-04;LHKW (Summe);µg/l;-0,10
15153;2018-05-04;BTXE (Summe);µg/l;-0,30
15153;2018-05-04;Phenole, wasserdampfflüchtig;µg/l;-10,00
15153;2018-05-04;Arsen;µg/l;-0,30
15153;2018-05-04;Barium;µg/l;63,60
15153;2018-05-04;Blei;µg/l;-0,10
15153;2018-05-04;Bor;µg/l;27,70
15153;2018-05-04;Cadmium;µg/l;-0,03
15153;2018-05-04;Chrom;µg/l;-0,10
15153;2018-05-04;Kupfer;µg/l;-0,10
15153;2018-05-04;Aluminium-gelöst;µg/l;-2,00
15153;2018-05-04;Molybdän;µg/l;-0,10
15153;2018-05-04;Nickel;µg/l;-0,10
15153;2018-05-04;Quecksilber;µg/l;0,01
15153;2018-05-04;Selen;µg/l;-0,90
15153;2018-05-04;Zink;µg/l;-1,00
15153;2018-05-04;Vanadium;µg/l;-0,10
15153;2018-05-04;Thallium;µg/l;-0,05
15153;2018-05-04;Uran;µg/l;-0,05
15153;2018-05-04;Dichlormethan;µg/l;-0,10
15153;2018-05-04;Trichlormethan;µg/l;-0,10
15153;2018-05-04;Tetrachlormethan;µg/l;-0,10
15153;2018-05-04;1,2-Dichlorethan;µg/l;-0,10
15153;2018-05-04;cis-1,2-Dichloreth.;µg/l;-0,10
15153;2018-05-04;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15153;2018-05-04;Trichlorethen;µg/l;-0,10
15153;2018-05-04;Tetrachlorethen;µg/l;-0,10
15153;2018-05-04;Vinylchlorid;µg/l;-0,10
15153;2018-05-04;trans-1,2-Dichloret.;µg/l;-0,10
15153;2018-05-04;Benzen;µg/l;-0,30
15153;2018-05-04;Ethylbenzen;µg/l;-0,30
15153;2018-05-04;Toluen;µg/l;-0,30
15153;2018-05-04;Xylen (meta/para);µg/l;-0,30
15153;2018-05-04;Xylen (ortho);µg/l;-0,30
15153;2018-05-04;Cumol;µg/l;-0,30
15153;2018-05-04;Naphtalin;µg/l;-0,01
15153;2018-05-04;Acenaphthylen;µg/l;-0,02
15153;2018-05-04;Acenaphthen;µg/l;-0,01
15153;2018-05-04;Fluoren;µg/l;-0,01
15153;2018-05-04;Phenanthren;µg/l;-0,01
15153;2018-05-04;Anthracen;µg/l;0,00
15153;2018-05-04;Fluoranthen;µg/l;0,00
15153;2018-05-04;Pyren;µg/l;0,00
15153;2018-05-04;Benz-a-Anthracen;µg/l;0,00
15153;2018-05-04;Chrysen;µg/l;-0,01
15153;2018-05-04;Benz-b-Fluoranthen;µg/l;0,00
15153;2018-05-04;Benz-k-Fluoranthen;µg/l;0,00
15153;2018-05-04;Benz-a-Pyren;µg/l;0,00
15153;2018-05-04;Dibenz-a,h-Anthracen;µg/l;-0,01
15153;2018-05-04;Benz-g,h,i-Perylen;µg/l;0,00
15153;2018-05-04;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15153;2018-05-04;Summe Na+Cl;mg/l;15,59
15153;2018-10-24;Temperatur (Luft);grd Celsius;9,00
15153;2018-10-24;pH-Wert (Feld);ohne Einheit;7,00
15153;2018-10-24;Temperatur (Wasser);grd C;11,00
15153;2018-10-24;Leitfähigkeit 25°C vor Ort;µS/cm;534,90
15153;2018-10-24;Wasserst.(ROK) vor;m;2,20
15153;2018-10-24;Wasserst.(ROK) nach;m;2,20
15153;2018-10-24;Entnahmeteufe (ROK);m unter ROK;4,00
15153;2018-10-24;Förderrate;l/s;0,56
15153;2018-10-24;Redox Pumpbeginn;mV;-111,00
15153;2018-10-24;O2-Gehalt Pumpbeg.;mg/l;0,12
15153;2018-10-24;Redox Pumpende;mV;-120,00
15153;2018-10-24;pH Pumpende;ohne Einheit;7,00
15153;2018-10-24;O2-Gehalt Pumpende;mg/l;0,09
15153;2018-10-24;Chlorid;mg/l;8,00
15153;2018-10-24;Fluorid;mg/l;0,20
15153;2018-10-24;Hydrogenkarbonat;mg/l;280,00
15153;2018-10-24;Nitrit (N);mg/l N;-0,01
15153;2018-10-24;Nitrat (N);mg/l N;-0,02
15153;2018-10-24;Ortho-Phosphat (P);mg/l P;0,11
15153;2018-10-24;Sulfat;mg/l;12,00
15153;2018-10-24;Cyanide (ges.);mg/l;0,00
15153;2018-10-24;Bromid;mg/l;-0,10
15153;2018-10-24;Nitrit;mg/l;-0,03
15153;2018-10-24;Nitrat;mg/l;-0,09
15153;2018-10-24;Ortho-Phosphat;mg/l;0,34
15153;2018-10-24;Ammonium (N);mg/l N;1,80
15153;2018-10-24;Eisen-2;mg/l;2,70
15153;2018-10-24;Eisen (ges.);mg/l;2,70
15153;2018-10-24;Kalium;mg/l;1,75
15153;2018-10-24;Kalzium;mg/l;72,30
15153;2018-10-24;Magnesium;mg/l;7,36
15153;2018-10-24;Natrium;mg/l;8,38
15153;2018-10-24;Mangan;mg/l;0,23
15153;2018-10-24;Ammonium;mg/l;2,32
